,Sentences,Similarity
914,Correct log message when removing a security group When a security group is removed from a port nova incorrectly logs this as a security group addition Change-Id: If525313c63c4553abe8bea6f2bfaf75431ed18ea Closes-bug: 1731889 (cherry picked from commit 01da04a0a7eff4c52bd0e35d404545f9a413b602),0.26407337188720703
915,Correct log message when removing a security group from a port Change-Id: If525313c63c4553abe8bea6f2bfaf75431ed18ea Fixes-bug: 1731889,0.2786273956298828
916,Default security group update 1 What is the problem? Currently we can't update default security group So when we add a new rule_ we must ensure there is a non-default security gruop Besides_ for the addtion or deletion of rules is using a syn way_ it needs more time 2 What is the solution to the problem? When users update the default security group doesn't raise exception and allow users to update default sg For addtion or deletion using Xjob 3 What the features need to be implemented to the Tricircle No new features Change-Id: Ibf896f15390b656bda6d438bd3176e4b15dd359c,0.17210054397583008
917,"Fix security group rule tcp/udp port range failed ovn ACL flow needs to use ""tcpdst >= 22""_ not ""tcp >= 22"" Change-Id: I280a4224ea0fbae281482075981d596102770955 Closes-bug: #1718114 (cherry picked from commit f5fe5e3c623a2a65ee78ec28b053d8e72060c13d)",0.29599690437316895
918,NSX|V: add in security rule tags for 'project_id' Leverage the NSX DFW tag to store the neutron project ID This will help a admin filter logging The tag will be 'Project_<PROJECT_UUID>' Change-Id: Ie6ff0594012e3fa252aa999eb68cff872d1c2c5e,0.12575195729732513
919,Added a new test case to 'test_security_groups' suite The new test added is a negative test that verifies the inability of deleting in-use security group Change-Id: I118f1998df2184f9a688213cbaf01006f0426909,0.22819167375564575
920,Support protocol numbers in security group API Somewhere along the way we broke supporting numbers in the security group API that were not in our known list of protocols In order to fix this properly we must use the correct arguments when using iptables-save_ as it could use a name instead of a number_ or vice-versa Determined the list of mappings by doing: for num in {0255}; do iptables -A INPUT -p $num; done # iptables-save Change-Id: I5895250b47ddf664d214cf085be693c3897e0c87 Closes-bug: #1716045 Closes-bug: #1716790,0.18572115898132324
921,Provide redirection for all security context attributes The previous attempt at this was to redirect as little as possible However_ this has proven to be problematic twice auth_cacert wasn't redirected_ it was used by some of the OpenStack actions and thus blocked Mistral [1] patch that would have Mistral start using the new context This change redirects all properties in the SecurityContext which should be safer for our internal actions and for end users actions [1]: https://reviewopenstackorg/#/c/506185/14 Partial-Bug: #1718353 Needed-By: Ife653558bfcda794e7f37086832f70b0ad7c28a4 Change-Id: I6057d0ce3fe4ae23468be8fb06cb85dc5f467f6b (cherry picked from commit 817461b40c4d433e3c18879e0c47c5ef3a7281c8),0.16441284120082855
922,Avoid redundant security group queries in GET /servers/{id}/os-security-groups The GET /servers/{server_id}/os-security-groups API code can perform poorly if the instance has several security groups and each security group has several rules This is because when processing the output_ we loop over the groups_ and loop over the rules per group_ and then for each rule_ if it has a group_id specified_ we query the security group details (from Neutron in most cases) If more than one rule points at the same group_id_ we're doing a redundant group lookup and sending more traffic to the security group API (aka Neutron) than needed This change optimizes that single API to load the rule group details up front so that we only do at most one lookup per group_id This could be extended to GET /os-security-groups but that API is deprecated so any optimization there is lower priority Change-Id: Ia451429f61b15526fade6838386e562c17591d36 Closes-Bug: #1729741,0.20325437188148499
923,Provide redirection for all security context attributes The previous attempt at this was to redirect as little as possible However_ this has proven to be problematic twice auth_cacert wasn't redirected_ it was used by some of the OpenStack actions and thus blocked Mistral patch that would have Mistral start using the new context This change redirects all properties in the SecurityContext which should be safer for our internal actions and for end users actions Change-Id: I6057d0ce3fe4ae23468be8fb06cb85dc5f467f6b,0.1440275013446808
924,Fixed creation neutron api mapping for security groups Fixed creation of security group and security group rule via neutronclient api mapping There was a switch from novaclient to neutronclient for creating a security groups and rules in change 5d5666b10e57a94bcde06c8a296002175d935c7b but the argument mapping for this function has not been changed Change-Id: I1774b73c61adb3b44a61f3f56f99e85f278deb83 Closes-Bug: 1716922 (cherry picked from commit c93f5833e4100d2325994b1bdf8f0d12b70d00c7) (cherry picked from commit 7d7022f74301db90b8a0ccd634a592991598156e),0.3399962782859802
925,Fixed creation neutron api mapping for security groups Fixed creation of security group and security group rule via neutronclient api mapping There was a switch from novaclient to neutronclient for creating a security groups and rules in change 5d5666b10e57a94bcde06c8a296002175d935c7b but the argument mapping for this function has not been changed Change-Id: I1774b73c61adb3b44a61f3f56f99e85f278deb83 Closes-Bug: 1716922 (cherry picked from commit c93f5833e4100d2325994b1bdf8f0d12b70d00c7),0.3345913589000702
926,Support security groups association per port This patch support operation for operators and project users to associate security groups to a port The feature is mentioned at last summit[1] This function UI is same as the function of security groups association per instance To realize this_ the way of implementation for 'Edit port' is changed_ which move from a single modal to a workflow base [1]It comes from the neutron user feedback session in Barcelona https://etherpadopenstackorg/p/ocata-neutron-end-user-operator-feedback (L35+) Also we need to display how security groups is associated at a port At the moment_ there is not way to be able to see it (only this function) It should be done as an another patch Change-Id: I96e0fafdffbf05b8167ec1b85f7430176fdaab90 Closes-Bug: #1637444,0.2284104824066162
927,Add deprecated context parameters to the new security context In the recent parameter migration_ a number of parameters were incorrectly deprecated They were not redirected to the new location correctly and would cause an error Change-Id: I5ea09c3c79df5a43b06194a48f7425a15a1b23cf Closes-Bug: #1728081 (cherry picked from commit e195c6d90fee0dc6b0435efd9aec6b383923cd88),0.24886947870254517
928,Add deprecated context parameters to the new security context In the recent parameter migration_ a number of parameters were incorrectly deprecated They were not redirected to the new location correctly and would cause an error Change-Id: I5ea09c3c79df5a43b06194a48f7425a15a1b23cf Closes-Bug: #1728081,0.23940378427505493
929,[Tempest] Testing remote_ip_prefix for security groups Configuring non-default remote_ip_prefix parameter in the rule list for testing connectivity between VMs with such a rule Change-Id: I3f4b59f4fd3a0279d76cda2d2bf535c6e819adae,0.09311999380588531
930,Fix support for security groups on Port-Channels When an interface is a member of a Port-Channel_ we should apply ACLs to the Port-Channel rather than the interface as only the ACLs on the Port-Channel have any effect on traffic Change-Id: Ibc4f6f16ee26d142e771b2d5a57ff7f913816779,0.20710889995098114
931,Fix support for security groups on Port-Channels When an interface is a member of a Port-Channel_ we should apply ACLs to the Port-Channel rather than the interface as only the ACLs on the Port-Channel have any effect on traffic Change-Id: I8661d4c15a7aaa2d2d1c9b15857e0a151d557e48,0.2178439497947693
932,"Add security headers to web accessable services Adds the following headers as static: X-Content-Type-Options ""nosniff"" X-XSS-Protection ""1; mode=block"" append Content-Security-Policy ""default-src 'self' https: wss:;"" nosniff prevents non-executable mime times from becoming executable The X-XSS-Protection header will prevent the loading of a page if the browser detects an xss attack The Content-Security-Policy declares what dynamic resources are allowed to load Adds the following header as user-setable via the keystone_x_frame_options variable X-Frame-Options ""DENY"" By default the X-Frame-Options header denies embedding in an iframe Change-Id: Iadd3e93bdb7e9d41ae1d027196367448dbce19f1 Partial-Bug: 1717321",0.13067829608917236
933,Fix support for security groups on Port-Channels When an interface is a member of a Port-Channel_ we should apply ACLs to the Port-Channel rather than the interface as only the ACLs on the Port-Channel have any effect on traffic Change-Id: I8661d4c15a7aaa2d2d1c9b15857e0a151d557e48,0.2178439497947693
934,WIP: Use volumes for security hardened images Change-Id: I88049da2179e2ea984e05648abb60c804a521b70,0.27895671129226685
935,Fix security groups tests Commit I2586f0b11b107d7f57214a0d65bcf7c38a5f0ebb broke our unit tests extension handling Change-Id: Id7049b4e4db31e2785a7dee73b81c73937dae3f6,0.300823450088501
936,Run security hardening when leaping a deployment The security hardening playbook was not being executed This change adds the security hardning playbook to the defeault re-deployment process If a deployer wishes to opt-out of the default security hardening they can disable it using the `apply_security_hardening` option Change-Id: I69baa1d2cb209cf3686ca2da00e698ed5dbf92f9 Signed-off-by: Kevin Carter <kevincarter@rackspacecom>,0.2841438949108124
937,Build German security guide The guide has been translated_ build and publish it Change-Id: I0a8328d3b82c2a2f66f628591037d56a4bf10b59,0.3164905607700348
938,"Add security headers to web accessable services Adds the following headers as static: X-Content-Type-Options ""nosniff"" X-XSS-Protection ""1; mode=block"" append Content-Security-Policy ""default-src 'self' https: wss:;"" nosniff prevents non-executable mime times from becoming executable The X-XSS-Protection header will prevent the loading of a page if the browser detects an xss attack The Content-Security-Policy declares what dynamic resources are allowed to load Adds the following header as user-setable via the keystone_x_frame_options variable X-Frame-Options ""DENY"" By default the X-Frame-Options header denies embedding in an iframe Change-Id: Iadd3e93bdb7e9d41ae1d027196367448dbce19f1 Partial-Bug: 1717321",0.13067829608917236
939,"Allow creating security rules without protocol In order to create a rule for any protocol_ the client must not specify the protocol in the API call This is currently impossible because protocol defaults to TCP In order not to change the default behavior_ a ""new"" protocol name is added: ""any""_ which makes this CLI skip sending the protocol field altogether Change-Id: I58853d3745f3631007e5e9780c0c5c2526b730a3 Closes-Bug: 1712242",0.1025821715593338
940,console: introduce basic framework for security proxying Introduce a framework to the websocketproxy to allow a security negotiation to take place between the proxy and the target service_ prior to connecting the client tenant to the target service Based on earlier work by Solly Ross <sross@redhatcom> Implements bp: websocket-proxy-to-host-security Change-Id: Ifb9360be73864ab45129c758bd1323a9bab8e48c,0.14833825826644897
941,Websockify security proxy framework This proposes a generic framework for supporting TLS encryption between the console proxy servers and the compute nodes for SPICE_ VNC and serial ports Change-Id: I315fe29dac91788a5d81212652dd6ef454263674 Previously approved: Juno_ Kilo_ Mitaka_ Newton_ Ocata_ Pike Blueprint websocket-proxy-to-host-security,0.18956969678401947
942,Allow cluster create with no security groups Got an unbound variable error without this fix: UnboundLocalError: local variable 'sec_groups' referenced before assignment This appears to have been caused by the move to use the neutron client in the following commit: b4fb2c404c371a5ba9b28a3ac769c94e69b8c141 Co-Authored-By: Jeremy Freudberg <jeremyfreudberg@gmailcom> Closes-Bug: #1718940 Change-Id: I4f0b5a6b27ee2fb7821ec42faba3a69ce5a4bb78 (cherry picked from commit 88b427e98858990a35378370ba4b27691f6e6189),0.264435738325119
943,Allow cluster create with no security groups Got an unbound variable error without this fix: UnboundLocalError: local variable 'sec_groups' referenced before assignment This appears to have been caused by the move to use the neutron client in the following commit: b4fb2c404c371a5ba9b28a3ac769c94e69b8c141 Closes-Bug: #1718940 Change-Id: I4f0b5a6b27ee2fb7821ec42faba3a69ce5a4bb78,0.23835638165473938
944,"Enable security related headers when SSL is enabled Horizon can be setup in a more secure way Enable more headers when: SSL is enabled - X-XSS-Protection ""1; mode=block"" - X-Content-Type-Options ""nosniff"" - CSRF_COOKIE_SECURE_ SESSION_COOKIE_SECURE in Django enforce-ssl is set additionally - Strict-Transport-Security ""max-age=15768000"" Content Security Policy (CSP) is not enabled this time Horizon upstream may need some work: https://bugslaunchpadnet/horizon/+bug/1618024 Change-Id: I84605bd7e00df64da522b805b4e9a88521d1e0f6 Closes-Bug: #1713202",0.23269040882587433
945,Change Docs Team lead for Security Guide Nathaniel Dillon is no longer working on the security guide and so replacing him with Luke Hinds (Sec PTL)_ until a new lead is found Change-Id: I563979b26f24febc6209aa117307fa35ef859052,0.3132770359516144
946,"Fix IP Config security violations - phase 2 Updated IPv4 and IPv6 config settings in ""/etc/sysctlconf"" to resolve openscap security violations as part of phase 2 fixes The fixes have been validated by successful installs in IPv4 AIO-SX and IPv6 Standard configurations Story: 2008037 Task: 40694 Change-Id: I9c4f01c5a5ba135c38d0e3c61618055cdfad18f9 Signed-off-by: Carmen Rata <carmenrata@windrivercom>",0.27655351161956787
947,Remove _project_network_cidr in security group tests This is to remove _project_network_cidr in security group tests and use str(selfcidr) instead Change-Id: I097988bcd3f340fd1fda0435e80c3027cf67471e,0.19484975934028625
948,Ensure default security group before port update The default security group can be deleted and updating a port will recreate it However_ we should do this in the BEFORE_UPDATE event handler rather than waiting for it to happen inside of the port update transaction which violates the transaction semantics of the security group callbacks Closes-Bug: #1718282 Change-Id: I1ce8b558b0a831adcebead512d97554173423955 (cherry picked from commit 017185496c9f3f30b4b819ead86dd5bfe5a72597),0.23585271835327148
949,[Tempest] Testing default security group scenarios 1) Testing connectivity after adding ssh security rule 2) Testing that with ssh security rule you can't ping VM 3) Testing ICMP connectivity between 2 VMs 4) Testing connectivity to external network Change-Id: I9e8a698f896089b530210735e1243bfff3afcdb7 (cherry picked from commit 7279aa35851110a4933a10b58b2758a2bc3933a3),0.14393901824951172
950,Fixed creation neutron api mapping for security groups Fixed creation of security group and security group rule via neutronclient api mapping Change-Id: I1774b73c61adb3b44a61f3f56f99e85f278deb83 Closes-Bug: 1716922,0.3144317865371704
951,Ensure default security group before port update The default security group can be deleted and updating a port will recreate it However_ we should do this in the BEFORE_UPDATE event handler rather than waiting for it to happen inside of the port update transaction which violates the transaction semantics of the security group callbacks Change-Id: I1ce8b558b0a831adcebead512d97554173423955,0.2036878913640976
952,Add unit tests for security group callback handler This patch improves unit test coverage for the OpenContrail security group callback handler object (ml2/opencontrail_sg_callback) It provides tests for functions of this class including creating_ deleting_ and updating security groups_ as well as creating and deleting security group rules Change-Id: I1b4a43b55f7ec4fc5894e6e0ec180923ed1f0333,0.23431292176246643
953,"Fix security group rule tcp/udp port range failed ovn ACL flow needs to use ""tcpdst >= 22""_ not ""tcp >= 22"" Change-Id: I280a4224ea0fbae281482075981d596102770955 Closes-bug: #1718114",0.25187379121780396
954,Update tempest plugin split goal for Security team Change-Id: Ifd7e44775ee60c13146b3dc1fcd4c1633058bf66,0.38861778378486633
955,Update policy goal for security team bp policy-and-docs-in-code Change-Id: I86b8a78ddd28d8a33be22bd925c63780363a83a4,0.35629427433013916
956,Add security section Add keystone file that takes its content from the keystone charm README A future PR will remove that charm content Rewrite the above content This section will eventually include other topics Change-Id: I5360f56de9b676dfd63a0cdce1371ee3ff4dd1ed,0.1827145367860794
957,Bump crypto requirement to accomodate security standards On Fedora rawhide the gear package no longer build https://koscheifedoraprojectorg/package/python-gear? This patch ensures that the ssl engine does not complains about: - sslSSLError: [SSL: EE_KEY_TOO_SMALL] ee key too small (_sslc:2951) - sslSSLError: [SSL: CA_MD_TOO_WEAK] ca md too weak (_sslc:2951) To reproduce the issue: podman run -it --root fedora:rawhide dnf install git libffi-devel python-devel tox gcc git clone https://opendevorg/opendev/geargit && cd gear tox -epy39 tox -epy38 Change-Id: I57cd9c4750f27b7b76e92a0eef03e7de70c13dd5,0.3670472502708435
958,[Tempest] Testing default security group scenarios 1) Testing that with default security group you can't reach VM 2) Testing connectivity after adding ssh security rule 3) Testing ICMP connectivity between 2 VMs 4) Testing connectivity to external network Change-Id: I9e8a698f896089b530210735e1243bfff3afcdb7,0.09593063592910767
959,Validate security group rules for SCTP port ranges Use the same validation logic for SCTP as the logic for TCP and UDP Change-Id: Ife90be597d1a59a634d5474dad543dc1803e8242,0.20799677073955536
960,Fixed security group access Change-Id: I97244e5d35e42f9419ffc4e7d447746c3c7a98e5,0.2901501953601837
961,NSX|V3: Do not enable port security on router interface Router interface ports are created with port security disabled as they are trusted ports The plugin should not allow to enable the port security on such ports Change-Id: I0271e225f9fdeed8493296ed81348ab4e73679f0,0.17438039183616638
962,Fix restore security group error Change-Id: I8e19d5bb8f9a904dd3ebf1acbeb6b6b2b5ac3e5c Closes-Bug:#1713719 (cherry picked from commit 7a7d7a11d4917f7b8b0ecc82ccabc2a0149f4a7a),0.32962629199028015
963,Revise security spec to discuss SSH keys We missed this in the first pass We need to protect the private key to reduce the impact of any ansible-playbook escapes Change-Id: Id7ef192f87fc665feb89629f1a8d0b75f9de5f9b,0.28613635897636414
964,Fix restore security group error Change-Id: I8e19d5bb8f9a904dd3ebf1acbeb6b6b2b5ac3e5c Closes-Bug:#1713719,0.2498120367527008
965,Release note entries for Security Guide Changes and fix round up for security guide docs Change-Id: I59bca50d6977c58c4bf59e55aa2d939e46f05557,0.485452264547348
966,Add port security option for OVB with no network isolation For OVB clouds requiring port security_ there is a default template to be added when the overcloud is deployed without network isolation This review adds that option Change-Id: Id4e0ae571bf4d875a56175320e98f5f427fe6511,0.21768492460250854
967,[TrivialFix] Move security group tests into correct test file This commit moves security group tests currently in test_server_rbac into test_security_groups_rbac as that is the logical place for the tests And this commit renames the deprecated security groups test class to avoid a name conflict with the non-deprecated test class Change-Id: Iae32d9bc7e22e39415e498e44f0da4f2711dc550,0.3466683030128479
968,Convert network security group functional tests to JSON Change-Id: Icb63aa0dfbce9016fb824f97915a660cf130d120,0.18696948885917664
969,Hook bandit security linter to pep8 target This helps catch in advance a number of potential issues with the neutron code Change-Id: I3e4cbc94539dd2cce61bfa5cd0265e75d7336311,0.3120962977409363
970,Add retries for security group delete Change-Id: I8123a9475831424c34a47530c793b2a7bee553f0,0.2841006815433502
971,api-ref: requested security groups are not applied to pre-existing ports When creating a server_ you can request security groups and pre-existing ports_ but the security groups are only applied to any new ports that nova creates_ not the pre-existing ones that the user passes in This change makes a note of that in the API reference Change-Id: I0ea6891f10f021b0ed752200417e87d7e9bfda31 Related-Bug: #1707319,0.22416478395462036
972,Hook bandit security linter to pep8 target This helps catch a number of potential issues with the neutron code in advance A false positive can be skipped with #nosec at the offending line_ just like #noqa can be added on offending module imports (cherry picked from commit 85a3e93537fcc2055705cb95a38e88c47ccd500a) Change-Id: I3e4cbc94539dd2cce61bfa5cd0265e75d7336311,0.24964773654937744
973,Fixed nova api to neutron for security groups and nova api to glance for image uploading Change-Id: Ia868d517b8295eba4afa2f12d88ccb4e0e1c249d,0.34186214208602905
974,NSX|v3: process the port security of the dhcp ports When creating a neutron dhcp port for a subnet_ we need to also call the relevant process method to make sure the neutron db is updated Change-Id: Ib5442d36464d51c4a82ba1af8d3e065b85ebd212,0.20486795902252197
975,Add unit tests for security groups This patch aims to provide unit test coverage for security gorups create update and delete handlers get operation was not covered because none of the other tests are covering this at the moment The same is true for the exceptions Change-Id: Id8345d517a0a98253eb90c82107423e3ffa1f7cf,0.30926087498664856
976,"[GCE] Skip Security group rule verification for egress rules Neutron by default adds two egress rules to security group creation API calls If we block egress rules_ any type of security group creation fails So we just log warning in case of neutron egress security group rules being not supported on GCE Switched to gce beta APIs as firewall group creation calls are deprecated on v1 APIs Firewall related call report error ""feature not supported yet"" Change-Id: I7baded2df5b34239e2cf99ca49c9d6c8eba46294 Closes-bug: #1709002",0.24036288261413574
977,"Fixed ""IAAS-7755: Omni AWS Security Groups Creation Failure"" Issues: 1 Security Group created using Openstack API_ creates 2 outbound rules (1 for IPv4 and 1 for IPv6) and no inbound rules Hence the rule_dict that was getting created contained same data for both outbound rules Hence while authorization of egress direction_ it was throwing error ""ClientError: The same permission must not appear multiple times"" 2 Since there are no inbound rules in security group_ empty list was passed to AuthorizeSecurityGroupIngress operation Hence it was raising ""ClientError: Missing source specification: include source security group or CIDR information"" 3 While updating the security group which was created using API_ I was seeing error: ""ClientError: Missing source specification: include source security group or CIDR information"" as there were no inbound rules Fixes: 1 Added a check for IPv4 ether type in ""_convert_openstack_rules_to_vpc()"" 2 Moved authorization for ingress inside if block 3 Added checks in ""_update_sec_group()"" Closes-Bug: #1709545 Change-Id: I4e4acad4da3b095e7a8951abbfb94f1b0d9c7e41",0.2318078875541687
978,NetApp cDOT: Fix security style for CIFS shares If the backing FlexVol security style is configured incorrectly_ end users cannot write to their manila shares Change-Id: I12c85c54c7318592ac0b34efe3624d175d2e6976 Closes-Bug: #1696000,0.19289307296276093
979,"Revert ""DVS: Disable port security and security group"" This reverts commit 4b685d66cd00df8897c744f1a048ee3bda68b033 And also parts of commit I3b738d2990794f35776859d1fbe509036084ec3a Reason for revert: roll back to original behavior Change-Id: Ie800a42132b273ec9b8aeb39cc5878783c959dea",0.4138262867927551
980,"Revert ""DVS: Disable port security and security group"" This reverts commit 4b685d66cd00df8897c744f1a048ee3bda68b033 And also parts of commit I3b738d2990794f35776859d1fbe509036084ec3a Reason for revert: roll back to original behavior Change-Id: Ie800a42132b273ec9b8aeb39cc5878783c959dea",0.4138262867927551
981,"Revert ""DVS: Disable port security and security group"" This reverts commit 4b685d66cd00df8897c744f1a048ee3bda68b033 And also parts of commit I3b738d2990794f35776859d1fbe509036084ec3a Reason for revert: roll back to original behavior Change-Id: Ie800a42132b273ec9b8aeb39cc5878783c959dea",0.4138262867927551
982,"Revert ""DVS: Disable port security and security group"" This reverts commit 4b685d66cd00df8897c744f1a048ee3bda68b033 Reason for revert: roll back to original behavior Change-Id: Ie800a42132b273ec9b8aeb39cc5878783c959dea",0.4106282889842987
983,Perform port update if security group changed If only the security groups for a network changed in a profile_ do not delete and recreate the network during a profile update Instead apply the security group change by an update to the existing port Closes-Bug: bug/1905490 Change-Id: I43f1181c1592144d49784ba0d3c51c01bf2f1060,0.18959751725196838
984,[WIP] [GCE] Check security group compatibility with GCE at the time of creation Change-Id: I5f1fc67208085ef399f3dcfe5fdec63d4f2ffc51 Closes-bug: #1709002,0.2842210531234741
985,"defines the Hyper-V Security Groups Driver as a neutron firewall driver This change allows users to configure the neutron-hyperv-agent with ""firewall_driver=hyperv"" instead of the full classpath Change-Id: I86fff5784b7f04decd8b99e3b0774fbb89367232 (cherry picked from commit cdbceeaee485a5095a59cc7f05470a440065832e)",0.30276477336883545
986,"defines the Hyper-V Security Groups Driver as a neutron firewall driver This change allows users to configure the neutron-hyperv-agent with ""firewall_driver=hyperv"" instead of the full classpath Change-Id: I86fff5784b7f04decd8b99e3b0774fbb89367232",0.26319414377212524
987,Allow add security group by uuid Note: 1Test case can be found in bug description 2For the bug https://bugslaunchpadnet/zun/+bug/1707069 has not been fixed_ modify zun/compute/managerpy line 272 as follows before test: sandbox_id = containerget_sandbox_id() selfdriveradd_security_group(context_ container_ security_group_ sandbox_id) Change-Id: I82a34cfd6412f6a32a10d069c5c365ff7393cd61 Closes-Bug: #1707954,0.14344486594200134
988,fix comparision of security group rules ignore 'tags' field when compare openstack sg rule with ec2 Change-Id: If1076c3e9d4fb84dc524450da5a9d7912f4ffbde,0.22265388071537018
989,Update security groups for server interfaces Update the security groups for server interfaces if only 'network' is specified when update networks of nova server_ to make sure the security groups info correctly Change-Id: I0635d50b52c430885cb3d7733fb565a5c113fad2 Closes-Bug: #1703279,0.24873536825180054
990,NSX|v3: disable port security on dhcp ports When the plugin creates a dhcp port_ it uses the super code_ so the regular flow for creating a port is skipped_ and the default port security enabled is used The dhcp ports are considered trusted_ so it should be disabled by default_ same as the behavior in the nsx-v plugin_ and upstream Change-Id: Icd0240c12241cc484e1e62074b8cd581fcffb193,0.18651267886161804
991,Missing security support This commit includes an advanced Keystone based authorization plugin Bug: #1691352 Change-Id: Icb5d534c2a684f5efe7abf3b64227d66a3fbc2b6 Sem-Ver: feature,0.36116060614585876
992,Adding Luke Hinds candidacy for Security Project Change-Id: Icbea7f77db034be3a14a3e8854e36dd81898e606,0.24738185107707977
993,Hook bandit security linter to pep8 target This helps catch in advance a number of potential issues with the neutron code Copy and paste from https://reviewopenstackorg/#/c/488895/2 Closes-Bug: #1651317 Co-Authored-By: Armando Migliaccio <armamig@gmailcom> Change-Id: Id32c2658461891891f1054207a1ed6d72d19b7b1,0.2882080674171448
994,Check if security groups is duplicated or not in API Change-Id: I393620562b8f1f733a62ade12f29706519166dbd Closes-bug:1698471,0.23960202932357788
995,Add Security Groups steps into creation dialog To specify security groups options when create container_ this patch adds Security Groups step into the creation dialog The Security Groups step is not shown in update dialog Also_ security group infomations are shown in table view and details view Change-Id: Ic67baa367eb1210dde8e6d7610fe2c5332631aa7 Implements: bluepring add-security-groups,0.2622228264808655
996,Allow creating security group rules for ICMP At the moment_ it's not possible to create a security group rule with from port and to port set to -1 This is useful only when creating ICMP rules to allow all ICMP traffic This patch allows setting both values to -1_ only if the protocol of the security group rule is ICMP Change-Id: I290005b31fd4afc246db28ffd899302fb85a67fb (cherry picked from commit dad40312ebc12c3f79ef71fc0649342c102b59fa),0.216752290725708
997,Allow creating security group rules for ICMP At the moment_ it's not possible to create a security group rule with from port and to port set to -1 This is useful only when creating ICMP rules to allow all ICMP traffic This patch allows setting both values to -1_ only if the protocol of the security group rule is ICMP Change-Id: I290005b31fd4afc246db28ffd899302fb85a67fb (cherry picked from commit dad40312ebc12c3f79ef71fc0649342c102b59fa),0.216752290725708
998,Allow creating security group rules for ICMP At the moment_ it's not possible to create a security group rule with from port and to port set to -1 This is useful only when creating ICMP rules to allow all ICMP traffic This patch allows setting both values to -1_ only if the protocol of the security group rule is ICMP Change-Id: I290005b31fd4afc246db28ffd899302fb85a67fb,0.20598050951957703
999,add security groups policy policy that classifies security groups and extends to network ports and compute instances Change-Id: I779493a1dcf4eb4b09d2f9c28a730edd5365cfc7,0.1529480516910553
1000,Remove 'tags' from security group rule Neutron added [1] tags support to various objects_ including security group (rules) This change removes the key from the object dictionary in NB model creation [1] https://reviewopenstackorg/#/c/460391 Change-Id: I3f4dd049ab14e1727d34cda8f3ef69fd32ef6c06,0.26131924986839294
1001,Only ensure default security group exists if necessary A default security group will be assigned to a port if there is no security group attribute set In many use cases a port may be created with a security group or with no security groups The latter may be in a NFV use case with direct port support This change save a few cycles_ more specifically we do not need to read from the DB or create a default security group if the default will not be used TrivialFix Change-Id: Ib072c2753862ce0709a67942527e9c6241130042,0.11453855037689209
1002,Add port security to Octavia deploy The Octavia deploy steps need to enable port security for the neutron-api charm Partial-Bug: #1927959 Change-Id: I22e17834be2cc56e54a8f3a2b81827c88b82b35d,0.3079738914966583
1003,DVS: Disable port security and security group When a port is being created on a vlan network it is required to disable port security and security groups_ since they are not supported on DVS Change-Id: I5c6d61f7e50b39d33003a8ec72f2cb4fa400313c Signed-off-by: Michal Kelner Mishali <mkelnermishal@vmwarecom>,0.1663864552974701
1004,"Fix IP config security violations in sysctlconf Updated IPv4 and IPv6 config settings in ""/etc/sysctlconf"" to fix openscap security violations Some of the IP settings have been left unchanged and non conformant to openscap rules to preserve specific platform requirements Story: 2008037 Task: 40694 Change-Id: Idc47253fa3e84f82fd88dd4c75a9135acaac7fcc Signed-off-by: Carmen Rata <carmenrata@windrivercom>",0.213907390832901
1005,NSX|V: ensure no sec groups if network port security is disabled In the event that a network has port security disabled and there is no security group passed when the port is created we do not configure the default security group This is due to the fact that port security disabled should have no security groups Change-Id: Icc80fd06705e8964fdb17fdf76e29dee7cc4339c,0.12509271502494812
1006,Add security groups and security group rules to OVNClient This patch is adding the security groups and security group rules resources to the OVNClient so later we can use it for journaling Partial-Bug: #1605089 Change-Id: I452819c95173ca9a653a7557fdd7eeac6e4047d2,0.30153167247772217
1007,[WIP] Add tempest tests for security groups Change-Id: I91ee27ad4940093746e0f0f9f3440f99a307edb0,0.23657836019992828
1008,WIP - Cleanup security compliance documentation Closes-Bug: #1701389 Change-Id: I36be658f0a1efb25c55b24596bf67639c69c89d9,0.368916392326355
1009,"Add security groups to container create/run This allows users to create container with custom security groups If it is not specified_ the ""default"" security group will be used Change-Id: I3314a6ad21b4fd5032933f48aa448568cda73a27 Closes-Bug: #1694338",0.09665984660387039
1010,Fix security group choice field population The network abstraction layer has been removed from horizon/openstack_dashboard API See: https://reviewopenstackorg/#/c/466645/ https://reviewopenstackorg/#/q/topic:bp/drop-nova-network Use neutron API to populate the list of existing security groups instead Closes-Bug: 1697688 Change-Id: I57b92974db3f510f69e7e552d53cefa28a53d9ad,0.31856000423431396
1011,[Docs] Replace security role references This patch changes any reference of openstack-ansible-security to ansible-hardening Manual backport of Ib2e2585f405796d34d59813bb0a47bc6a0f83679 due to docs overhaul between Newton and Ocata Change-Id: Iaa3d7256d3e0d05cf78d7d7fc73309cd63688ac7,0.4533732533454895
1012,Add retirement warnings to security role This patch adds deprecation/retirement warnings to the documentation_ README files_ and the role itself Change-Id: I419ee0d3bcd3a772f6864acd3d07b062bf6cd7c5 (cherry picked from commit b97de6d748e96b6a4eb035d15d3c6ec73fdbff5d),0.3667505979537964
1013,Count security groups to check quota This changes security groups from a ReservableResource to a CountableResource and replaces quota reserve/commit/rollback with check_deltas accordingly Note that security group quota is only relevant to nova-network and will be obsolete when nova-network is removed Part of blueprint cells-count-resources-to-check-quota-in-api Change-Id: I51b74b863fafd14ef31b1abd9fd9820deb622aeb,0.2311437427997589
