Column1	x	y	z	sentence	labels	my_categories	model_gen_cat
302	13.925038	12.498506	-3.8155968	Support collect neutron port meters Ceilometer Currently has no support for metering the statistics of neutron port when security group is enabled This spec is to collect the meters_ the meters can be used for billing or alarming or security analysis blueprint: support-to-collect-neutron-port-meters Change-Id: I765eb4eb1849519efa3db3534a35cfbd13993e0b	-1	add_security_policy	consumes_def_port_security
303	12.413069	13.786362	11.19979	Use bandit security scanner Limiting to medium or higher severity with high confidence This should prevent silly problems from slipping through Change-Id: I19db1e45a51c20d3fbe8a18f38a31d12447eef64	-1	add_bandit_security	add_bandit_security
304	2.8871279	9.351435	-4.2186203	Fix provider security groups role access Change-Id: If5ff93ba1492b28710bb5bb1fafe9761f97d7461 Closes-Bug: #1742864	2	add_security_group_policy	add_id_security_group
305	8.703779	16.543966	0.48471698	Validate security groups at zun-api Change-Id: I597abb5aff052f7beb1e26e8eb06f5ef3e3113cb Closes-Bug: #1698458	-1	add_security_group_policy	add_group_security
306	15.027203	13.1914835	-2.1293058	DNM: Testing security group api def in neutron-lib DO NOT MERGE This is a sample consumption patch for the security group api def in neutron-lib Change-Id: Id303ad8385a6438aa022ec14b2945038a21155f9	-1	add_security_group_policy	add_group_security
307	9.094988	12.15326	-4.144039	Adding a scenario test to check UDP security group Trying to get a string from a server listening on UDP port Make sure it's successful only when the security group rule is added Change-Id: I40a9da6f464d3b872ea14886dfd711abe74f1519	5	add_security_group_policy	add_port_security_group
308	4.378893	11.031075	3.2842686	Revert "Use push notification for security groups" This reverts commit 020ea1479e3c2fac3e1ef99ed85f45792b286a0e The change made agents not create exchanges for old security group RPC endpoints_ which raises NotFound on server side Change-Id: If40678b59e539040d45a2ed1d484b9dddf20c500 Closes-Bug: #1707160	-1	revert_security_policy	commit_id_security_revert
309	12.6339035	8.962308	-2.1100595	Reload SG rules when security group is requested In case when security group is requested by eg L2 agent via RPC_ there was a problem that rules which belongs to the SG wasn't reloaded and wasn't given in requested OVO version That wasn't a problem so far as we always had SecurityGroupRule OVO in version 10 but in case when version of this OVO will be bumped_ it will not work properly with agents from the previous version anymore This patch fixes that issue by adding reload of SG rules when SecurityGroupobj_load_attr() is called Change-Id: I008bf31369029c418a0e080e02283e8103428d2b Closes-Bug: #1903696	-1	add_security_group_policy	rules_ovo_security_group
310	13.794429	14.302404	-1.402504	Should not allow security group from other project pass API layer check when booting Currently_ the default behavior of neutron when list security groups is: if you are "admin"_ response everything we have in the env_ and if the user uses a security group from other project to boot a server_ Nova will show no error in API layer check but error raised in compute layer This patch added a check of security group project_id with the context project uuid_ and raises exceptionSecurityGroupNotAllowedToUse if they don't match Change-Id: I04a9ccf75b871fd6b519d9fa79d229e6a2da1a3e Closes-bug: #1691902	6	add_security_group_policy	validates_group_security
311	8.731572	14.408509	-3.2569182	Use conjunction for security group rules with remote_group_id Prior to this commit_ the number of flows can be prohibitively large in some cases (cherry-picked from I194e7f40db840d29af317ddc2e342a1409000151) Closes-bug: #1628819 Change-Id: I194e7f40db840d29af317ddc2e342a1409000151	4	add_security_group_policy	add_rule_security_group
312	11.468004	13.607649	-0.3502317	BugFIx: cloud-init failed when vm's vnic has not security group VM will fail to get metadata with cloud-init timeout error if the VM's vnic does not have security group Change-Id: If9d7d08acb66e377be02fa53d7daf093154dabe1 Close-Bug:#1650486	-1	add_security_group_policy	adds_group_security
313	7.554511	12.701083	1.0821115	add test cases for security group Change-Id: I53afe6c611beee0e1b45c7e2f8073b20d3e06f06	5	add_unit_test	add_test_security_group
314	7.7342706	11.05312	-0.30964354	fix security group error in multinode tempest tests Change-Id: Ie1b96c596d55d7b51dc1aa57caa779df471aa72e	-1	add_security_group_policy	add_test_security
315	9.960806	14.184519	-5.4598894	Fix OSC security group rule create command ICMP doesn't have ports and OSC doesn't like them Change-Id: Ief006f039fd782f3f732c27235b58e8517664a15	6	add_security_group_policy	add_rule_security_group
316	12.071537	17.017694	-0.94570357	Don't ensure default security group when listing sg The default_sg parameter for get_security_groups has no longer any user It was introduced to ensure there is a default security group within a tenant before the creation of any ports in that tenant However this is now done by registry callbacks The current logic leads to the known side effect that listing security groups in an invalid tenant will create a default security group in it because neutron doesn't do any tenant/project validation This commit eliminates the mentioned side effect by remove the default security group ensuring logic in security group listing Closes-Bug: #1653025 Change-Id: I09e1e5dbecd64bc798b9b147b99d35d3f13b361a Signed-off-by: Hunt Xu <mhuntxu@gmailcom>	6	add_security_group_policy	add_group_security
317	15.077163	13.644404	-1.4170611	Add more judgement for whether to use neutron's security group Now if CONFservice_availableneutron is True we will create neutron's security group in validation_resources_ this is to add a check for whether security-group extension is enabled_ that means only when CONFservice_availableneutron is True and neutron's security-group extension is enabled_ we will create neutron's security group_ otherwise we will create nova's Change-Id: Ic0eff155cf227502b8eca8a0ae24f3652c8df74b	6	add_security_group_policy	add_id_security_group
318	11.798069	9.59054	-3.3967059	DO NOT REVIEW: Revert "Ensure default security group before port update" THIS IS JUST A TEST TO SEE IF THIS PATCH IS WHAT IS CAUSING THE RALLY JOB IN NETWORKING-OVN TO FAIL This reverts commit 017185496c9f3f30b4b819ead86dd5bfe5a72597 Change-Id: I5e445a9ebd0ebc88122ef0b3425af2f70bbd95d9	-1	add_security_group_policy	add_id_security_group
319	9.434553	14.927575	-0.27491403	Add ID to security groups on launch instance If we have two security groups with the same name_ it is impossible to identify the difference This patch adds a field in the available security group table No unit tests needed to be changed Change-Id: Ic434bd581e36c2b037d481437182a4ad2375be1c Closes-Bug: #1523409	-1	add_security_group_policy	add_id_security_group
320	7.79532	11.02268	-0.38981378	Add options for tempest security groups This introduces two new configuration variables for setting the tempest configuration options for security_group and security_group_rules called TEMPEST_SECURITY_GROUP and TEMPEST_SECURITY_GROUP_RULES Change-Id: Ic98ff0e17a073026696b22ff201cf6958d7059ca	-1	add_security_group_policy	add_test_security
321	8.357197	16.698463	0.07725053	Add ironic security group support to support matrix doc Ironic now supports security groups for provisioning and cleaning networks as well as tenant networks when configured appropriately [0] [0] https://bugslaunchpadnet/ironic/+bug/1594242 Change-Id: Ia29bade2938add0f41de08226193b55d5a36a869	-1	add_security_group_policy	help_id_security_group
322	14.350486	12.955091	-3.0607271	[WIP] Apply security groups to existing port If users create an instance with existing neutron ports and security groups_ the security groups are not applied This commit fixed it Change-Id: If7b8bf9c9dca72678d89c804d116bd7c0c58ffff Closes-Bug: #1707319	6	add_security_group_policy	includes_group_security
323	13.378674	18.12416	8.565015	admin-guide: document TLS security setup for noVNC proxy The Nova noVNC proxy server has gained the ability to use the VeNCrypt authentication scheme to secure network communications with the compute node VNC servers This documents how to configure the QEMU/KVM compute nodes and the noVNC proxy server nodes Change-Id: I51cef5f6266fa1115436669385080b90f66b3223 Depends-on: I9cc9a380500715e60bd05aa5c29ee46bc6f8d6c2 Blueprint: websocket-proxy-to-host-security	-1	add_unit_test	add_framework_security_proxy
324	7.86653	10.623083	-1.0376986	tempest: Disable port security for trunk tests There is a bug that makes trunk tests flaky It already took a lot of time to fix that bug Until ovs firewall works with trunk properly_ this patch removes port security from trunk ports Change-Id: Ifa25783f8bdeb36edb6975b13cd50030ae6faec7 Related-bug: 1626010	-1	add_security_group_policy	add_test_security
325	3.9259138	8.89621	-4.79183	NSX|V: if port security is disabled then don't configure sec groups If port security is disabled on a port and there are no security groups specifically configured then we do not set the default This support is now the same for networks and ports Change-Id: I863fb09659682e9bb0581d65583d1e3e5094b933	2	add_security_policy	nsx|p_id_security_group
326	12.7340355	9.648257	-3.1540592	Improve ovsvapp performance by reducing RPC calls from agents for security group updates Agents will not request refresh only for own devices and server will fanout response to all members of the cluster Change-Id: I0258b5916ac4c5e55c9c65dd3610907076b51d49	3	add_security_group_policy	add_id_security_group
327	5.0162587	13.988823	5.173759	[DO NOT MERGE] UGLY FIX FOR SECURITY GATES I think I should do better by updating the condition on packages but in the meantime_ I'm testing the water temperature here Change-Id: Ie52e85bbdf5c46734f6acb8181399bf4d639d717	1	add_security_group_policy	add_id_security_group
328	14.778548	13.332707	-2.4693224	WIP: use neutronclient only while cleaning up security groups Change-Id: I1ea7a39d1cf218d7eeb5cd37a2d02796cf6370d5	6	add_security_group_policy	add_group_security
329	15.250966	13.102912	-1.8624835	Adding Security group Scenarios for Neutron Change-Id: I38543146f81ec8319b85ba69bbef50203f54a379	6	add_security_group_policy	add_group_security
330	4.298856	10.794832	3.1198533	Restore vhostusersocket's default SELinux security contexts Adds restorecon $vhostuser_socket_dir after the creation of the directory_ inorder to set the SELinux security contexts for the same Change-Id: I50a2f018491fd374f41378191a513ebac565e6b9 Closes-Bug: #1699975 Signed-off-by: Karthik S <ksundara@redhatcom>	-1	add_security_group_policy	reduce_group_security_bug
331	12.0049	9.809953	-3.2776024	unbreak security gruop with ovo [1] breaks security gruop unbreak it [1] https://reviewopenstackorg/#/c/284738/ Closes-bug: #1698284 Depends-On: I277290500d1616d60f15e433694afee2946ba617 Change-Id: I3463c51eb9ac5c750a309a6b7cc5819238dca4ee	-1	add_security_group_policy	add_group_security
332	4.343432	10.884965	3.1765187	Revert "Integrate Security Groups OVO" This reverts commit af52d499a53f9dddacd8c9116d1bb0570e8f579c After this patch was merged_ heat dsvm job failing with RemoteDisconnected error with 100% rate Change-Id: I7e391d0ea8daefff72639357c3c9fc7dc38c5b91 Closes-Bug: #1698355	-1	revert_security_policy	commit_id_security_revert
333	7.5088725	13.150356	1.0557805	Add Security Group Rules client test Change-Id: Ia73dbebc0ab2c319087c1d4a3dc86966c8fb92bc	5	add_security_group_policy	add_id_security_group
334	7.4760528	13.139401	1.157302	Add Security Groups client test Change-Id: Icd52d35d1957edbba9b0a9e35f7528707718b541	5	add_unit_test	add_test_security_group
335	13.855698	12.69042	-3.6040356	[WIP] netlink-lib for security group - make conntrack driver configurable - This patch proposes first step to adopt netlink-lib[1] solution from FWaaS to manage conntrack entry in security group [1] https://bugslaunchpadnet/neutron/+bug/1630832 Change-Id: I663bffcd7dc98c61f2bfcb7de8717c492785f880 Partial-Bug: #1630832	-1	add_security_policy	nsx|p_id_security_group
336	2.469501	13.785012	9.273546	Shorten image name for security hardened The image name was very long and we were arriving to the 127 char limit for directory name generation_ when testing it Change-Id: If2d48c85164375e5049056d574683536d1af5cce	-1	add_security_group_policy	add_id_security_group
337	3.0512621	13.769984	8.513388	Update security hardened images with latest content As the patch that was containing security hardened images was old aged_ and had not been rebased in latest time_ it was missing the latest updates on overcloud-full image_ like the removal of some elements and including some extra packages Adjust the security hardened image properly_ to reflect the same contents as the normal overcloud one Change-Id: I2bd71d9e7267e2700af411c37ad3fd8475f55db0	-1	add_security_policy	add_id_security_image
338	4.467566	15.4031515	3.185116	Adds policy rules to Access and Security Panel partial-bug fix Change-Id: I91a674401a50e6b03c4d82fd8be5c025e68daded	8	add_security_policy	allow_rule_security_policy
339	8.9803295	12.18239	-5.1204534	Update security group of service port manila-share can not create when manila-share service node use openflow to set security group manila-share can not ssh to service instance due to realization of openflow cause the internal tap bind port that added security group can not send packages Change-Id: I505aea29a15cd559af145fd6a9e55142973182f0	4	add_security_group_policy	add_rule_security_group
340	7.432437	12.632986	1.141107	ignore for now enable missing security group tests Change-Id: I0ed89ffc6e0c58b3b509c98a6106ea5e0b69810f	5	add_unit_test	add_test_security_group
341	12.382271	13.449307	-3.9372525	Add popular ip protocols name in security group Currently_ ip protocols are specified as integer in security group However_ due to a recent commit[1]_ most of the useful ip protocols are supported and can be specified by its common name in neutron If horizon can support it_ it will greatly help ease the input of various ip protocols [1]https://reviewopenstackorg/#/c/259037/ Change-Id: I1410e55eafdb1ff60b188f8e5b5a8bc651f2a3f9 closes-bug:#1547998	6	add_security_group_policy	add_rule_security_group
342	9.172978	12.288913	-4.349621	test_server_basic_ops: add http to security group Test test_server_basic_ops issues a curl command from inside a VM but the packets never exit the VM_ because the security group is configured only for icmp and ssh protocols The failing test can be seen in the fuel functest runs on opnfv: https://buildopnfvorg/ci/view/functest/job/functest-fuel-armband-baremetal-daily-danube/68/consoleFull https://buildopnfvorg/ci/view/functest/job/functest-fuel-baremetal-daily-danube/179/consoleFull The fix adds a security group rule for http port 80 Change-Id: Ibd0cbac145402c0d98dc75a6e630683399945066 Signed-off-by: Cristina Pauna <cristinapauna@eneacom>	-1	add_security_group_policy	add_port_security_group
343	14.852875	13.197744	-2.2331812	WIP: API: rework security group APIs The current security group APIs don't work well with Neutron This spec fixes that problem_ and deprecates the older APIs blueprint api-security-group-rework Change-Id: I455bcd5bbe761fa73c4745227567a98b1106e672	6	add_security_group_policy	add_group_security
344	9.200142	11.752226	-4.8879185	Support security groups association per port This patch support operation for operators and project users to associate security groups to a port The feature is mentioned at the neutron user feedback session in Barcelona summit [1] This function UI is same as the function of security groups association per instance To realize this_ the way of implementation for 'Edit port' is changed_ which move from a single modal to a workflow base [1] https://etherpadopenstackorg/p/ocata-neutron-end-user-operator-feedback (L35+) Also we need to display how security groups is associated at a port At the moment_ there is not way to be able to see it (only this function) It should be done as an another patch This is one of the patch divided from https://reviewopenstackorg/#/c/404178/ An another is https://reviewopenstackorg/#/c/451620/ Change-Id: I59e734eec7af265531c6150caa7c9de6737dc6b5 Closes-Bug: #1637444 Co-Authored-By: Akihiro Motoki <amotoki@gmailcom>	4	add_security_group_policy	add_rule_security_group
345	15.229631	13.432007	-1.444683	Revise logic condition for generating security group UUID The ID generation should not be dependent on the neutron's security group extension being avaiable_ as that is a job of the test case skip_checks() method In fact_ if the extension is not available_ the test case should be skipped altogether This logic is vestigial anyway now that nova-net is no longer run in the gate_ however is kept for downstream users Change-Id: I9955687afbf34c00e576b28def2076a300588c35	6	add_security_group_policy	add_id_security_group
346	5.3167033	8.880831	-5.2121105	Don't refresh all security group filters when updating DHCP port Instead of forcing a refresh/rebuild of all security group filter rules on all ports on the network when a DHCP port is changed_ just do nothing This is not necessary as VM ports automatically get rules allowing the DHCP ports through_ anyway Refreshing all filters on all ports generates considerable load on neutron-server and the backend database for networks with a large number of ports Change-Id: I2e9a70c7ea7c2c0015b8fba6f460d14f2c4837de Closes-Bug: #1653830	3	add_security_policy	nsx|p_id_security_group
347	7.4080772	21.188145	6.7650104	[WIP] Porting Security Related Code to Mistral-Lib The custom actions need access to the keystone_utils To port this code over properly_ we also need the context_ exceptions and a few utility methods The patch proposed here is to illustrate the task and get some feedback in the direction that should be taken Change-Id: Ib744ade29418e287d0bcc622b9979940a22422cb	-1	add_security_policy	add_id_security_keystone
348	7.8444047	10.913626	-0.5028336	Disable security group tests in tempest-dsvm-cells-rc using a config option Currently_ the tempest security group tests for tempest-dsvm-cells-rc are blocked becausecells doesn't support security groups The block is now done using a nova whitelist: http://gitopenstackorg/cgit/openstack/nova/tree/devstack/tempest-dsvm-cells-rc Change to block the tests based on a new tempest config option - compute-feature-enabledsecurity_groups Also_ some of the tempest scenario tests attempt to create a server with a security group These will not work with cells_ so use the new config option to block those tests This commit changes devstack to set the compute-feature-enabledsecurity_groups option to False if cells are enabled Change-Id: I4f74b80024a9bcc374d374d86052dceb40598d32 Partial-Bug: 1495653 Depends-On: Icd62f42809380de6d638b343d3322b102b0d1d1f	-1	add_security_group_policy	add_id_security_group
349	6.8669257	12.58427	1.8942049	Setup private gerrit for security reviews Fixes bug 1083101 Change-Id: I7b0244adfcd5864b9b7ad815fe050b7081519f3d	-1	add_security_policy	add_id_security_bug
350	9.863208	13.741406	-4.1972995	Adding icmp ingress allow rule to the Security Group Change-Id: I55feb42e6ed864ce49e5161c82e50c7df6b739be	-1	add_security_group_policy	add_rule_security_group
351	6.4515615	14.553	1.3899033	bunch of security logging to debug gate issue Change-Id: I4146cf3727c246103f917b8a7c844f0bee178cae	-1	add_security_group_policy	add_id_security_group
352	8.320581	14.435456	0.5579612	describe-security-groups by name in default VPC mode describes security groups in default vpc only Change-Id: I9a6846585db45b4861e3d3eec6b42f20f870bb6c	-1	add_unit_test	add_test_security_group
353	7.8476963	10.888929	-0.52762777	Disable security group tests in tempest-dsvm-cells-rc using a config option Currently_ the tempest security group tests for tempest-dsvm-cells-rc are blocked because cells doesn't support security groups The block is now done using a nova whitelist: http://gitopenstackorg/cgit/openstack/nova/tree/devstack/tempest-dsvm-cells-rc Change to block the tests based on a new tempest config option - compute-feature-enabledsecurity_groups Also_ some of the tempest scenario tests attempt to create a server with a security group These will not work with cells_ so use the new config option to block those tests This commit changes tempest to add the compute-feature-enabledsecurity_groups option with a default of True Future commits will change devstack to set the new option into tempestconf_ change nova to remove the security test regex from the whitelist_ and change the scenario tests to use the new option Change-Id: Icd62f42809380de6d638b343d3322b102b0d1d1f Partial-Bug: 1495653	-1	add_security_group_policy	add_id_security_group
354	7.452479	15.715798	2.4007168	[WIP] Use reader and writer for security groups Change-Id: Id4d6692ed5bc353a6c22280d7cd91308ff839fc7	-1	add_security_group_policy	add_id_security_group
355	8.403134	16.980894	-0.5846671	Move Floating IPs from Access & Security to panel This patch makes the Floating IPs tab in Access & Security its own panel under Project > Network Change-Id: Icb11609b8b70fc248350f2676dc04c5f7fa802bc Implements: blueprint reorganise-access-and-security Co-Authored-By: Rob Cresswell <robertcresswell@outlookcom>	-1	add_context_security_container	adds_context_security_container
356	7.5193396	15.937585	1.623098	WIP: example verification of security groups Change-Id: I7d83abbf7b17679f892364bf034986fc8cbbf881 Signed-off-by: Andrea Visnyei <andreavisnyei@nokiacom>	-1	add_security_group_policy	add_id_security_group
357	8.821103	15.929149	0.8731725	Allow Endpoint update to remove Security Group An endpoint cannot be updated to remove a security group from it This patch resolves this issue and allows security group to be removed from an endpoint Change-Id: Idaa54c6207ac8ca0361b5d6ecebaf2d935ccc554 Closes-Bug: Bug #1645753	-1	add_security_group_policy	add_group_security
358	15.751077	13.204424	-2.5304208	Recursively delete endpoints associated with Security Group When removing a security group_ any associated endpoints should also be removed from Neutron DB_ in a recursive manner Change-Id: Ic67ebed1fc4d090cbb7a9c60820f1dc15d978ff2 Closes-Bug: Bug #1645261	6	add_security_group_policy	add_group_security
359	4.839967	8.252008	-5.852949	Enabling MAC learning needs to also remove security groups and port security When MAC learning is enabled_ port security must be disabled and security groups must be removed in most platforms Consequently when MAC learning is disabled port security must be added back to the port Change-Id: I1a6f91b382d18b7365e272b97057052ec668aea8 Closes-Bug: #1648011	-1	add_security_policy	nsx|p_id_security_group
360	5.3121066	8.879389	-5.2113233	Don't refresh all security group filters when updating DHCP port Instead of forcing a refresh/rebuild of all security group filter rules on all ports on the network when a DHCP port is changed_ just do nothing This is not necessary as VM ports automatically get rules allowing the DHCP ports through_ anyway Refreshing all filters on all ports generates considerable load on neutron-server and the backend database for networks with a large number of ports Change-Id: I11263b4741b43b4db2bed353759f45b7758386d0	-1	add_security_policy	nsx|p_id_security_group
361	6.261579	14.33126	0.6922012	[POC] A reference implementation of logging api for security groups Change-Id: I7fc8ca1bf0834b7481b03be6f77d917b16aa985a spec: https://reviewopenstackorg/#/c/203509/	-1	add_security_group_policy	retry_creation_security_group
362	13.2420635	14.889171	1.5117129	[user-guide] Update the "nova secgroup" to "openstack security group" Change-Id: I0ea155032125fce59f7e53a25037a4f33bddbde1 Implements: blueprint use-openstack-command	6	add_security_group_policy	add_group_security
363	11.999494	9.867768	-3.675466	[WIP] ovn: Implement stateless security groups support OVN uses 'allow' action for stateless ACLs This patch makes to use 'allow' for stateless and 'allow-related' actions for stateful security groups Limitation: There is currently an issue in core OVN that makes it not possible to use statless ACL if a stateful ACL is present for port on the same chassis NOTE: I don't know how to enable stateful-security-group API extension so unittests are currently failing Blueprint: stateless-security-groups Change-Id: I6f8ad1461cb3059aeb606b936296b8113538896e Signed-off-by: Jakub Libosvar <libosvar@redhatcom>	3	add_security_group_policy	add_id_security_group
364	3.6276593	6.126266	4.7962794	Fuel master sysctl security hardening Change-Id: I067dfded620d61d3a863e24367964d17dbed771d Closes-Bug: 1648789	-1	add_security_policy	updates_event_security_bug
365	7.040557	16.718052	0.8980019	Change description in the security group section Description was changed according to the appropriate spec Change-Id: I314a974b85c24dbed6ab0e5e81b562e91f23dc9d	7	add_security_group_policy	changed_group_security
366	8.9471445	12.037189	-4.888976	Add a workflow step to change VIP security group Now we can't change security group rules on port attached to VIP by UI So I add a workflow step in loadbalance edit VIP form that can modify the security group after creation of VIP Change-Id: I80b5e53a5f85882d2e01130432af4fe8e97d404c closes-bug:#1325397	4	add_security_group_policy	add_rule_security_group
367	8.676184	16.809517	2.5117526	educe security groups # for k8s coreos cluster This patch allows two security groups to be created for k8s coreos cluster(one for master and one for minion) Change-Id: Ifccf30adc5cb8022b760e84bc6862b63cbce9e32 Closes-Bug: 1642752	3	add_security_group_policy	reduce_group_security_bug
368	14.522079	13.289461	-2.5516224	Neutron loadbalancer uses incorrect security group As per bug_ when loadbalancer is created then port is also created and default security group is attached And i could not find any method of attaching security group to port using heat templates A neutron client class has been made_ which creates security group and security rules Then security group is attached to port for fedora kubernetes driver Change-Id: Ic0c2f6d3bb52c4cf87cbb4a585d9bce50d6c9b13 Closes-Bug: #1605416	6	add_security_group_policy	add_id_security_group
369	6.9446964	16.121487	0.20340772	Moved duplicate code for security groups to common location Change-Id: Iedb86a49193b54bf31319df60bb652e7aeddf4b4 Closes-bug: #1609674	-1	add_security_group_policy	add_id_security_group
370	7.4878693	21.431465	6.804548	Enable security compliance feature This patch enables the keystone compliance feature in DevStack for keystone's tempest plugins jobs Change-Id: Ie02c4bb558ca4266dec7c19ad95eb1248286b670 Depends-On: If6b5eb3e3cbc43eb241c94d18af80ad50be08772	0	add_security_policy	add_id_security_keystone
371	5.866076	18.97981	9.443151	Join NSX fabric after security certificate gets written on disk Puppet manifests try to join transport node with SSL certificate before it gets written on disk by `nsx-t-configure-plugin' deployment task_ this change executes `reg-node-on-management-plane' after `nsx-t-configure-plugin Change-Id: Idcea1e4d59bc0427180ef46389901881367afa5c Closes-bug: #1638490	0	add_context_security_container	adds_context_security_container
372	7.582486	15.663456	2.4364052	[WIP] Fix add security group race condition Change-Id: I8aa2dbbe16a16c24cd2a47df0c50c1db994cb93f	-1	add_security_group_policy	add_id_security_group
373	12.616363	6.96248	-5.543009	Remove deprecated hyper-v security group driver Change-Id: I2277923fa2bfcf3722399e14d22c182db99d3095 Related-bug: #1520054	3	add_security_group_policy	refactored_id_security_group
374	13.878071	14.25661	-1.7971016	initial commit Neutron validates security-group names regardless of case_ however they would fail when the scheduler would attempt to allocate the group to the instance causing it to enter into an ERROR state This patch helps in resolving this issue by raising exception when duplicate security group name is provided while booting VM Now VM instead of going into error state_ shows exception to user saying security group not found Change-Id: Ibb0afdf668e3f01990553a96fcb3df0305eac8a4 Closes-Bug: #1289195	6	add_security_group_policy	validates_group_security
375	13.879273	14.266861	-1.8199682	Case-sensitive neutron security groups nova-network security groups are case-sensitive Neutron validates security-group names regardless of case_ however they would fail when the scheduler would attempt to allocate the group to the instance causing it to enter into an ERROR state This patch helps in resolving this issue by raising exception when case-insensitive name is provided while booting VM Now VM instead of going into error state_ shows exception to user saying security group not found Change-Id: Ic56be21aeb7a7ef20c9f2fcab83f2b9247598c80 Closes-Bug: #1286463	6	add_security_group_policy	validates_group_security
376	9.504153	12.443275	-5.4599237	WIP: Active-Active Topology - fix Security Group for Distributor SG allows a port to send only traffic from specific IPs -- disables spoofing Distributor must send traffic with src_ip that is not its port ip (but IP of the client) to an amphora This commit lets distributor while staying in security group perform such legal spoofing Change-Id: I1f22982160fb1bb2582ce203c5d35719f82eda44	-1	add_security_group_policy	add_rule_security_group
377	9.861012	12.353247	-3.5241544	[RFC/WIP] scenario tests for security groups Introduce scenario tests to test single security group in isolation The existing security group functional tests are limited to testing only traffic which can be generate by ping and netcat_ and this approach is incompatible with SDN approaches like OVN These tests use an isolated network between two instances_ one of which has port security disabled Initially just testing the test setup Change-Id: Ifdd273d5e70651c0908e3f6ca6931142de1e7c5b	4	add_security_group_policy	add_port_security_group
378	12.6384325	6.953128	-5.526144	Hyper-V: delete the security group driver Commit 1b22c0e1eaa14bfa5fb81c63ff6f85b642728beb indicated that the driver was deprecated and would be removed in O This removes that code Change-Id: Idf00c363dc999e2a35f7eb88ab27b5cb0071e68e	3	add_security_group_policy	refactored_id_security_group
379	9.499238	14.373111	-0.09494295	Add default security group instance creation tests Add a test to verify that the default SG is applied to an instance when provided with both an additional security group and on its own during instance creation Change-Id: I29470561baff5896e78f1434354d176e178e9801	-1	add_security_group_policy	try_group_security_default
380	12.644137	8.964072	-2.1058512	Security group rules not removed from bridge when port security group is updated When VM port is updated with new security-group_ old SG rule flows are not removed from the ovsvapp Change-Id: If50aaedceb0f28cd19e195253b704cc99dd29438 Closes-Bug: #1628836	-1	add_security_group_policy	rules_ovo_security_group
381	7.5522966	12.543744	1.132964	Add security groups tests Add base test for checking security groups Change-Id: Ic2d4754a3b998e1f67d584840d8884e7c4e78e88	5	add_unit_test	add_test_security_group
382	10.461428	12.95464	-3.3868384	Negative case for IPv6 security group The test is done after we made sure that ping to IPv6 of VM is working when security groups are properly configured 1) Create function that finds and removes ingress ICMP for ver 6 rule and removes it 2) Try to ping IPv6 address of VM and make sure it fails Change-Id: I513c0fb1d37ac490d0706fd6d413560a30092cd5	-1	add_security_group_policy	add_rule_security_group
383	6.7701216	13.899181	0.5060734	Add security rule step failed by timeout after destructive action - fix Added timesleep(300) - extremely dirty hack_ which should be replaced by normal check Change-Id: I6451a3af9a23686df60c5662a978428bd379ef64 Closes-bug: #1532874	-1	add_unit_test	add_test_security_group
384	9.541339	14.822672	-0.17076807	Add ID to security groups on launch instance Adds the id to the security group name in the old create instance form and adds an extra ID column to the new create instance modal for easy identification of security group Ids Change-Id: I6058ffd1daacd5af4d90c158e76f3055e61be548 Closes-Bug: #1523409	-1	add_security_group_policy	bug_id_security_group
385	7.180925	12.589933	7.360439	DNM: Gate test with security groups disabled Do not merge this gate test Change-Id: I99f272afbd0f8af3c6d8ab4a594ea774d90de149	-1	add_security_group_policy	add_id_security_group
386	7.4941025	17.04587	-0.21964844	Enrich security group information in pre commit message When create security group_ we enrich security group information in pre commit message in the transaction Change-Id: I808e9dba7a5a6270b8237edcc49a6e816e10fc39 Closes-Bug: 1614340	-1	add_security_group_policy	changed_group_security
387	5.883207	16.897406	-0.29979154	Add '--project' and '--project-domain' options to os security group list cmd This patch added '--project' and '--project-domain' options to filter security group resulted by os security group list command Change-Id: I9f1382c09c7e7372cdc9d981a38428b5a3adc409 Closes-Bug: #1613629	-1	add_security_group_policy	add_group_security_project
388	7.2709317	19.388592	0.3516847	Update the lbaas security group only if the service policy is enabled When handler of policy is enabled and pod_security_groups_driver is policy but but handler of service is disabled _kuryr-controller start failed It should be adapted to cases when service handler is disabled and policy is enabled for pod Change-Id: Id122c974dfdab1e015a0cff7bf6f9476c0702bd9 Closes-Bug: 1895100	-1	add_security_group_policy	update_id_policy_service
389	7.268511	19.380713	0.35582706	Update the lbaas security group only if the service policy is enabled When handler of policy is enabled and pod_security_groups_driver is policy but but handler of service is disabled _kuryr-controller start failed It should be adapted to cases when service handler is disabled and policy is enabled for pod Closes-Bug: 1895100 Change-Id: I662828e54363fb028ae8fcafdb7ca2a9fcc1d8bb	-1	add_security_group_policy	update_id_policy_service
390	7.2677884	19.366451	0.3572203	Update the lbaas security group only if the service policy is enabled Change-Id: Ib3ebcaeb1b56f8bae834a008d241cb53f8437bcd Closes-Bug: 1894987	-1	add_security_group_policy	update_id_policy_service
391	7.26777	19.366629	0.35670397	Update the lbaas security group only if the service policy is enabled Change-Id: Ia4dbefa1a06032867de0860300fd299a97764af2 Closes-Bug: 1894987	-1	add_security_group_policy	update_id_policy_service
392	7.2894816	19.383942	0.33603743	Update the lbaas security group only if the service policy is enabled Closes-Bug: 1894987 Change-Id: I2d4f375ddddd0fffb14c54afce6fab26d7d1f871	-1	add_security_group_policy	update_id_policy_service
